Ensembl_ID	Control_3D_R1	Control_3D_R2	Control_3D_R3	SP_3D_R1	SP_3D_R2	SP_3D_R3	SP_12D_R1	SP_12D_R2	SP_12D_R3
ENSG00000241170	12	7	13	12	9	5	9	4	13
ENSG00000255605	0	0	0	0	0	0	0	0	0
ENSG00000223709	0	0	0	0	0	0	0	0	0
ENSG00000279793	0	0	0	0	0	0	0	0	0
ENSG00000255409	1	0	1	2	0	2	0	0	0
ENSG00000256452	2	1	0	1	2	1	2	0	3
ENSG00000270423	0	0	0	0	0	0	0	0	0
ENSG00000285813	17	14	9	17	14	10	12	18	15
ENSG00000256448	0	4	1	0	0	1	3	1	3
ENSG00000254968	0	0	1	0	0	0	0	0	0
ENSG00000255246	0	0	0	0	0	0	0	0	0
ENSG00000166900	1177	892	1018	971	1060	1058	1231	1516	1658
ENSG00000174804	165	129	114	218	197	169	189	226	324
ENSG00000109944	138	115	132	100	103	106	83	111	125
ENSG00000186642	12	8	3	36	35	26	22	31	54
ENSG00000272575	0	0	0	0	0	0	0	0	0
ENSG00000137714	627	408	414	695	694	582	901	1082	1219
ENSG00000255299	0	0	0	1	0	1	0	0	0
ENSG00000243777	3	1	1	0	0	0	2	1	0
ENSG00000137699	51	25	36	25	35	34	29	30	99
ENSG00000288020	0	0	0	0	0	0	0	0	0
ENSG00000244134	5	0	1	2	0	1	2	1	3
ENSG00000255599	0	0	0	0	0	0	0	0	0
ENSG00000175213	414	333	381	238	235	220	224	333	357
ENSG00000244400	0	0	0	0	0	0	0	0	0
ENSG00000270510	0	0	0	0	0	0	0	0	0
ENSG00000254880	0	0	0	0	0	0	0	0	0
ENSG00000279353	0	0	0	0	0	0	0	0	1
ENSG00000152578	1	2	3	0	0	2	1	0	2
ENSG00000286023	0	0	0	0	0	0	0	0	0
ENSG00000196914	3219	2653	2652	2293	2200	2506	2147	2827	2893
ENSG00000227125	0	0	0	0	0	0	0	0	0
ENSG00000246790	0	0	1	0	1	1	0	1	0
ENSG00000254863	0	0	0	0	0	0	0	0	0
ENSG00000255094	1	0	0	0	0	2	0	0	0
ENSG00000254455	0	0	0	0	0	0	0	0	0
ENSG00000255422	0	0	0	0	0	0	0	0	0
ENSG00000259571	0	0	3	1	1	2	0	0	2
ENSG00000254697	0	0	0	0	0	0	0	0	0
ENSG00000244641	0	0	0	0	0	0	0	0	0
ENSG00000254823	0	0	0	0	0	0	0	0	0
ENSG00000256167	10	4	6	4	3	3	0	3	6
ENSG00000154144	651	484	508	449	419	419	404	517	625
ENSG00000154146	187	99	124	265	371	257	209	266	183
ENSG00000255011	0	0	0	0	0	0	0	0	0
ENSG00000260254	0	0	0	0	0	0	0	0	0
ENSG00000255327	0	0	0	0	0	0	0	0	0
ENSG00000255074	0	0	3	0	0	0	2	2	2
ENSG00000282728	0	0	0	1	0	0	0	0	0
ENSG00000137642	989	741	904	1262	1224	1461	942	1254	1403
ENSG00000196323	875	797	622	503	456	455	483	591	650
ENSG00000134940	4	2	5	3	0	3	5	1	2
ENSG00000255055	0	0	0	0	0	0	0	0	0
ENSG00000187686	3	6	0	4	5	5	10	5	1
ENSG00000255455	0	0	0	0	0	0	0	0	0
ENSG00000240121	0	0	0	0	0	0	0	0	0
ENSG00000288528	2	3	0	0	1	0	0	1	2
ENSG00000110013	662	502	542	703	662	751	758	844	1161
ENSG00000254534	0	0	0	0	0	0	0	0	0
ENSG00000255255	0	0	0	0	0	0	0	1	1
ENSG00000227593	0	0	0	0	0	0	0	0	0
ENSG00000237612	0	0	0	0	0	0	0	0	0
ENSG00000255786	0	0	1	0	3	0	0	0	0
ENSG00000109943	0	0	0	0	0	0	0	0	1
ENSG00000109971	13228	8815	12238	13357	13557	15364	19570	26760	19362
ENSG00000236437	0	0	0	0	0	0	0	0	0
ENSG00000273003	0	0	0	0	1	1	0	0	0
ENSG00000285825	7	3	5	3	7	4	9	8	8
ENSG00000043039	0	0	0	0	1	0	2	0	2
ENSG00000254561	0	0	0	0	0	0	0	0	0
ENSG00000287238	0	0	0	0	0	0	0	0	0
ENSG00000241097	0	0	0	0	0	0	0	0	0
ENSG00000286943	0	1	2	0	3	1	2	6	6
ENSG00000255216	0	0	0	0	0	0	0	0	0
ENSG00000166250	158	112	141	121	114	127	110	139	112
ENSG00000279771	0	0	0	0	0	0	0	0	0
ENSG00000255870	0	0	0	0	0	0	0	0	0
ENSG00000279046	0	0	0	0	0	0	0	0	0
ENSG00000233541	0	1	0	0	0	0	0	1	0
ENSG00000110066	856	753	669	395	402	348	390	402	581
ENSG00000256315	0	1	0	0	0	0	0	1	0
ENSG00000255710	9	2	1	8	1	5	5	5	8
ENSG00000213233	0	0	0	0	0	0	0	0	0
ENSG00000149557	13	11	12	77	86	85	85	98	160
ENSG00000255155	0	0	0	0	0	0	0	0	0
ENSG00000255045	5	4	2	3	3	4	1	7	2
ENSG00000091664	0	0	0	0	0	0	0	0	0
ENSG00000255358	0	3	0	0	1	0	0	3	1
ENSG00000204456	0	0	0	0	0	0	0	0	0
ENSG00000286497	0	0	0	0	0	0	0	0	0
ENSG00000121621	615	502	466	305	278	291	330	524	326
ENSG00000149256	32	15	28	87	64	94	62	89	166
ENSG00000246174	30	16	30	23	20	20	22	25	27
ENSG00000255545	0	0	0	1	0	1	0	0	0
ENSG00000245498	34	41	33	42	37	29	45	42	77
ENSG00000271318	1	0	1	0	3	3	1	0	2
ENSG00000149548	22	25	16	13	10	17	22	23	21
ENSG00000285909	4	5	5	2	6	6	2	6	4
ENSG00000286044	0	0	0	0	0	0	0	0	0
ENSG00000279090	0	0	0	0	0	0	0	0	0
ENSG00000255015	0	0	0	0	0	0	0	0	0
ENSG00000110400	533	400	465	786	694	833	569	736	805
ENSG00000279342	27	19	35	31	21	24	28	34	31
ENSG00000254515	0	0	0	0	0	0	0	0	0
ENSG00000255475	0	0	0	0	0	0	0	0	0
ENSG00000255220	1	1	2	0	0	0	0	0	1
ENSG00000281097	0	0	0	0	0	0	0	0	0
ENSG00000278945	0	0	0	0	0	0	0	0	0
ENSG00000154127	1593	1269	1285	1530	1504	1564	1447	2075	1602
ENSG00000255342	0	0	0	0	0	0	0	0	0
ENSG00000236616	0	0	0	0	0	0	0	0	0
ENSG00000281386	0	0	0	0	0	0	0	0	0
ENSG00000254407	0	0	0	0	0	0	0	0	0
ENSG00000236129	0	0	0	0	0	0	0	0	0
ENSG00000255371	0	0	0	0	0	0	0	0	0
ENSG00000254941	0	0	0	0	0	0	0	0	0
ENSG00000204300	0	0	0	0	0	0	0	0	0
ENSG00000256281	0	0	0	0	0	0	0	0	0
ENSG00000019102	3	1	2	11	2	4	1	2	8
ENSG00000255344	0	0	0	0	0	0	0	0	0
ENSG00000286374	0	0	0	0	0	0	0	0	0
ENSG00000134917	9	8	7	45	55	47	18	33	52
ENSG00000134910	3388	2599	3085	2593	2707	2923	2432	3362	3398
ENSG00000254854	16	7	13	14	10	7	10	16	15
ENSG00000109929	446	368	367	444	456	481	611	791	752
ENSG00000257070	2	0	1	0	1	0	2	1	0
ENSG00000048028	669	526	559	569	544	626	508	646	835
ENSG00000238262	0	0	0	0	0	0	0	0	0
ENSG00000279497	0	0	0	0	0	0	0	0	0
ENSG00000256603	1	1	1	1	2	1	2	1	0
ENSG00000279711	1	0	0	0	0	0	0	1	1
ENSG00000166118	0	0	0	0	0	0	0	0	0
ENSG00000254989	0	0	0	0	0	0	0	0	0
ENSG00000175728	0	3	3	2	0	2	3	2	1
ENSG00000255247	0	1	0	0	0	0	0	0	0
ENSG00000134954	535	374	368	297	286	285	315	460	296
ENSG00000286341	2	2	7	4	2	4	1	3	7
ENSG00000254896	0	0	0	0	0	0	0	0	0
ENSG00000213153	0	0	0	0	0	0	0	0	0
ENSG00000254943	0	0	0	0	0	0	0	0	0
ENSG00000154134	84	49	68	80	83	79	64	72	90
ENSG00000254573	0	0	0	0	0	0	0	0	0
ENSG00000254406	0	0	0	0	0	0	0	0	0
ENSG00000272642	0	0	0	0	0	0	0	0	0
ENSG00000149571	463	317	392	285	276	317	219	269	214
ENSG00000232460	5	1	2	1	0	3	1	2	2
ENSG00000279189	0	0	0	0	0	0	0	0	0
ENSG00000149547	2502	1846	1962	1452	1546	1494	1798	2586	2192
ENSG00000254588	0	0	0	0	0	0	0	0	0
ENSG00000288013	0	0	0	0	0	0	0	0	0
ENSG00000251226	0	0	0	0	0	0	0	0	0
ENSG00000254568	0	0	0	0	0	0	0	0	0
ENSG00000287545	0	0	0	0	0	0	0	0	0
ENSG00000254612	129	103	106	122	121	145	128	170	192
ENSG00000285735	0	0	0	0	0	0	0	0	0
ENSG00000254607	5	1	0	8	9	7	6	4	12
ENSG00000287068	0	0	0	0	0	0	0	0	0
ENSG00000254591	0	0	0	0	0	0	0	0	0
ENSG00000255219	0	0	0	0	0	0	0	0	1
ENSG00000287251	0	0	0	0	0	0	0	0	0
ENSG00000255352	0	0	0	0	0	0	0	0	0
ENSG00000273415	0	0	0	0	0	0	0	0	0
ENSG00000285640	0	0	0	0	0	0	0	0	0
ENSG00000204361	4	1	1	0	0	0	0	1	1
ENSG00000255537	0	0	0	0	0	0	2	0	1
ENSG00000197798	372	290	303	213	231	222	266	332	357
ENSG00000188909	0	0	0	0	0	0	0	0	0
ENSG00000255258	0	0	0	0	0	0	0	0	0
ENSG00000256757	0	0	0	0	0	0	0	0	0
ENSG00000254842	1	2	0	0	1	2	4	1	3
ENSG00000254572	0	0	0	0	0	0	0	0	0
ENSG00000254433	3	11	4	5	4	2	4	1	9
ENSG00000255512	0	0	0	0	0	0	0	0	0
ENSG00000254528	1	1	2	2	0	7	0	1	2
ENSG00000280385	157	149	113	196	191	152	182	220	254
ENSG00000254699	1	0	0	1	1	0	0	1	0
ENSG00000273409	0	0	0	0	0	0	0	0	0
ENSG00000213184	0	0	0	0	0	0	1	0	0
ENSG00000154143	0	0	0	0	0	0	0	0	0
ENSG00000154133	0	0	0	0	1	0	0	0	0
ENSG00000254935	1	0	0	0	0	0	0	0	0
ENSG00000219529	2	1	1	2	1	1	3	0	0
ENSG00000287897	0	0	0	0	0	0	0	0	0
ENSG00000149295	0	2	3	0	2	1	0	0	2
ENSG00000188997	127	108	135	168	153	183	147	205	232
ENSG00000254502	0	0	1	0	1	0	0	1	0
ENSG00000255006	0	0	0	0	0	0	0	0	0
ENSG00000171561	0	0	1	1	0	0	0	0	1
ENSG00000165478	0	0	0	0	0	0	0	0	0
ENSG00000110172	1116	938	852	875	792	849	1135	1368	1224
ENSG00000256972	2	0	3	0	0	1	0	0	2
ENSG00000254710	0	1	0	0	0	0	1	0	0
ENSG00000255484	0	0	0	0	0	0	0	0	0
ENSG00000165495	0	0	0	2	5	5	4	2	5
ENSG00000214788	0	0	0	0	0	0	0	0	0
ENSG00000255234	0	0	2	0	0	0	1	0	3
ENSG00000255079	0	0	0	0	0	0	0	0	1
ENSG00000149564	79	40	57	339	358	387	153	216	269
ENSG00000133884	1194	843	1046	758	812	877	656	913	890
ENSG00000270701	0	0	0	0	0	0	0	0	0
ENSG00000221932	0	0	0	0	0	0	0	0	0
ENSG00000230716	3	2	2	2	5	3	5	2	1
ENSG00000288393	0	1	1	0	0	1	0	2	0
ENSG00000137726	23	17	21	109	112	116	49	64	113
ENSG00000149328	92	64	82	177	193	254	173	202	350
ENSG00000288070	0	0	0	0	0	0	0	0	0
ENSG00000255032	0	0	0	0	0	0	0	0	0
ENSG00000259290	0	0	0	0	0	0	0	0	0
ENSG00000237937	0	0	1	0	0	0	0	0	0
ENSG00000254932	0	0	0	0	0	1	2	0	0
ENSG00000109956	2	0	0	9	9	20	5	5	16
ENSG00000285693	30	22	26	11	9	18	8	10	20
ENSG00000184566	0	0	0	0	0	0	0	0	0
ENSG00000135363	14	7	9	16	13	14	23	22	38
ENSG00000085117	226	158	205	364	396	352	348	429	626
ENSG00000235661	0	0	0	0	0	0	0	0	0
ENSG00000149084	1791	1436	1261	1423	1364	1230	2105	2618	2239
ENSG00000254693	0	0	0	0	0	2	0	0	0
ENSG00000243721	0	0	0	0	0	0	0	0	0
ENSG00000118094	3	1	4	4	3	2	3	5	9
ENSG00000109881	817	571	595	363	364	337	347	451	326
ENSG00000187151	0	1	0	0	2	1	0	0	1
ENSG00000086827	493	340	340	310	298	333	341	485	355
ENSG00000279295	0	0	0	0	0	0	0	0	0
ENSG00000243353	2	0	0	0	0	1	0	0	0
ENSG00000244259	0	0	0	0	0	0	0	0	0
ENSG00000257067	0	0	0	0	0	0	0	0	0
ENSG00000254890	0	0	0	0	0	0	0	0	0
ENSG00000270403	0	0	0	0	1	0	0	1	0
ENSG00000255808	1	0	0	1	0	0	0	0	1
ENSG00000110318	314	285	231	170	201	177	216	214	271
ENSG00000254626	0	0	0	0	0	0	0	0	0
ENSG00000185742	0	0	0	0	1	0	2	1	4
ENSG00000254482	0	0	0	0	0	0	0	0	0
ENSG00000254471	0	0	0	0	0	0	1	2	0
ENSG00000239600	0	0	0	0	0	0	0	0	0
ENSG00000149534	0	0	0	0	0	0	0	0	0
ENSG00000254424	0	0	0	0	0	0	0	0	0
ENSG00000214782	0	0	0	0	0	0	0	0	0
ENSG00000287006	0	0	0	0	0	0	0	0	0
ENSG00000166961	0	0	1	5	6	6	2	1	4
ENSG00000207805	0	0	0	0	0	0	0	0	0
ENSG00000265258	0	0	0	0	0	0	0	0	0
ENSG00000199550	0	0	0	0	1	1	0	2	1
ENSG00000275669	0	0	1	0	0	0	0	0	0
ENSG00000207308	0	0	0	1	0	0	0	0	0
ENSG00000266645	0	0	0	0	0	0	0	0	0
ENSG00000278529	0	0	0	0	0	0	0	0	0
ENSG00000222162	1	0	0	0	0	0	0	0	1
ENSG00000212365	0	0	0	0	0	0	0	0	0
ENSG00000201856	0	0	0	0	0	0	0	0	0
ENSG00000200685	0	0	0	0	0	1	0	1	0
ENSG00000253072	0	0	0	0	0	0	0	0	0
ENSG00000221703	0	0	0	0	0	0	0	0	0
ENSG00000251991	7	3	0	3	0	0	6	0	4
ENSG00000241943	0	0	0	0	0	0	0	0	0
ENSG00000284094	0	0	0	0	0	0	0	0	0
ENSG00000201059	0	0	0	0	0	0	0	0	0
ENSG00000252816	0	0	0	0	0	0	0	0	0
ENSG00000200687	0	0	0	1	0	0	0	0	0
ENSG00000265210	0	0	0	0	0	0	0	0	0
ENSG00000207407	0	0	0	0	0	0	0	0	0
ENSG00000264309	0	0	0	0	0	0	0	0	0
ENSG00000252519	0	0	0	0	0	0	0	0	0
ENSG00000207252	0	0	0	0	0	0	0	0	0
ENSG00000278483	0	0	0	0	0	0	0	0	0
ENSG00000212289	0	0	0	1	1	0	0	0	1
ENSG00000207874	0	0	0	0	0	0	0	0	1
ENSG00000199883	0	0	0	0	1	0	0	0	1
ENSG00000200615	0	0	0	0	0	0	0	0	0
ENSG00000222427	0	0	0	0	2	0	0	0	0
ENSG00000206808	0	0	0	0	2	1	0	0	0
ENSG00000273677	0	0	0	0	0	0	0	0	0
ENSG00000243505	0	0	0	0	0	0	0	0	0
ENSG00000278822	0	0	0	0	0	0	0	0	0
ENSG00000278045	0	0	0	0	0	0	0	0	0
ENSG00000276530	0	0	0	0	0	0	0	0	0
ENSG00000273908	0	0	0	0	0	0	0	0	0
ENSG00000277119	0	0	0	0	0	0	0	0	0
ENSG00000275868	0	0	0	0	0	0	0	0	0
ENSG00000212551	0	0	0	0	0	0	0	0	0
ENSG00000200485	1	0	0	0	0	0	0	0	0
ENSG00000251838	0	0	0	0	0	0	0	0	0
ENSG00000201591	0	0	0	0	0	0	0	0	0
ENSG00000252652	1	1	0	1	1	2	2	2	0
ENSG00000263389	0	0	0	0	0	0	0	0	0
ENSG00000252355	3	2	0	0	0	3	0	1	1
ENSG00000206806	0	0	0	0	0	0	0	0	0
ENSG00000252922	0	0	0	0	0	0	0	0	0
ENSG00000201867	0	0	0	0	0	0	0	0	0
ENSG00000222385	0	0	0	0	0	0	2	0	2
ENSG00000273912	0	0	0	0	0	1	0	0	0
ENSG00000211568	0	0	0	0	0	0	0	0	0
ENSG00000199077	0	0	0	0	0	0	0	0	0
ENSG00000265014	0	0	0	0	0	0	0	0	0
ENSG00000283497	0	0	0	0	0	0	0	0	0
ENSG00000275208	0	0	0	0	0	0	1	0	0
ENSG00000263540	0	1	0	0	0	1	1	0	2
ENSG00000252427	2	0	2	2	1	1	0	1	1
ENSG00000212135	9	5	14	1	4	5	4	4	6
ENSG00000263693	4	0	1	0	2	2	3	2	2
ENSG00000264559	0	1	0	0	0	1	0	0	0
ENSG00000223223	0	0	0	0	0	0	0	0	0
ENSG00000222477	0	0	0	0	0	0	0	1	0
ENSG00000284489	0	0	0	0	0	0	0	0	0
ENSG00000278144	0	0	0	0	0	0	0	0	0
ENSG00000278050	0	0	0	0	0	0	0	0	0
ENSG00000277599	0	0	0	0	0	0	0	0	0
ENSG00000206587	0	0	0	0	1	0	0	0	0
ENSG00000284293	0	0	0	0	0	0	0	0	0
ENSG00000284435	0	0	0	0	0	0	0	0	0
ENSG00000239099	0	0	0	0	0	0	0	0	0
ENSG00000283326	0	0	0	0	0	1	1	0	1
ENSG00000266423	0	0	0	1	0	0	0	0	1
ENSG00000223202	0	0	0	0	0	0	1	0	0
ENSG00000265902	0	0	0	0	0	0	0	0	0
ENSG00000275022	9	9	10	6	9	7	3	8	9
ENSG00000200152	5	4	6	1	3	1	3	4	0
ENSG00000223013	0	0	2	0	0	1	0	1	0
ENSG00000200146	0	0	0	0	0	0	0	0	0
ENSG00000252033	0	0	0	0	0	0	0	0	0
ENSG00000206816	0	0	0	0	2	1	2	0	2
ENSG00000211997	0	0	0	0	0	0	0	0	0
ENSG00000206638	0	1	0	0	0	0	0	0	0
ENSG00000238880	1	1	0	0	0	0	0	1	0
ENSG00000266570	0	0	0	0	0	0	0	0	0
ENSG00000264110	0	0	0	0	0	0	0	0	0
ENSG00000276669	0	0	0	0	0	0	0	0	0
ENSG00000223015	0	0	0	0	0	0	0	0	0
ENSG00000202522	1	1	2	1	1	4	0	1	2
ENSG00000265064	0	0	0	0	0	0	0	0	0
ENSG00000207113	0	0	0	0	0	0	0	0	0
ENSG00000206690	0	0	0	0	0	0	0	0	0
ENSG00000272036	0	0	0	0	0	0	0	0	0
ENSG00000251919	0	0	0	0	0	0	0	0	0
ENSG00000240202	0	0	0	0	0	0	0	0	0
ENSG00000283412	0	0	0	0	0	0	0	0	0
ENSG00000242999	0	4	2	0	1	0	0	3	2
ENSG00000200877	0	0	0	0	0	0	0	0	0
ENSG00000221230	1	2	1	1	1	1	0	0	0
ENSG00000199315	0	0	0	0	0	0	0	0	0
ENSG00000207299	0	0	0	0	0	0	0	0	0
ENSG00000263885	0	0	0	0	0	0	0	0	0
ENSG00000242165	0	0	0	0	0	0	0	0	0
ENSG00000199875	1	2	0	0	0	0	0	0	0
ENSG00000202314	3	3	3	4	10	2	5	3	4
ENSG00000275146	0	0	0	0	0	0	0	0	0
ENSG00000273885	0	0	0	0	0	0	0	0	0
ENSG00000207112	0	0	0	0	0	0	0	0	0
ENSG00000223269	1	0	0	0	0	1	0	0	0
ENSG00000206799	0	0	0	0	0	0	0	0	0
ENSG00000206834	0	0	0	0	0	0	0	0	0
ENSG00000207304	0	0	0	0	0	0	0	0	0
ENSG00000239195	0	0	0	0	0	0	0	0	0
ENSG00000207145	0	0	0	0	0	0	0	0	0
ENSG00000284458	0	0	0	0	0	0	0	0	0
ENSG00000210825	0	0	0	0	0	0	0	0	0
ENSG00000212466	1	2	0	0	0	0	0	0	0
ENSG00000274097	1	0	0	0	0	0	0	0	1
ENSG00000280773	0	0	0	0	0	0	0	0	0
ENSG00000206911	0	0	0	0	0	0	0	0	0
ENSG00000200047	1	0	0	0	0	0	0	0	0
ENSG00000264200	0	0	0	0	0	0	0	0	0
ENSG00000278640	0	0	0	0	0	0	0	0	0
ENSG00000266703	0	0	0	0	0	0	0	0	0
ENSG00000264997	0	0	0	0	0	0	0	0	0
ENSG00000239153	0	0	0	0	0	0	0	0	0
ENSG00000221586	0	0	0	0	0	0	0	0	0
ENSG00000200613	0	0	0	0	0	0	0	0	0
ENSG00000222663	0	0	0	0	0	0	0	0	0
ENSG00000201687	0	0	0	0	0	0	0	0	0
ENSG00000206772	0	0	0	0	0	0	0	0	0
ENSG00000252081	0	0	0	0	0	0	0	0	0
ENSG00000212397	0	0	0	0	0	0	0	0	0
ENSG00000238998	0	0	0	0	0	0	0	0	0
ENSG00000207462	0	0	0	0	0	0	0	0	0
ENSG00000223265	0	0	0	0	0	0	0	0	0
ENSG00000200496	0	0	0	0	0	0	0	0	0
ENSG00000239079	0	0	1	0	0	0	0	1	0
ENSG00000200855	0	1	0	1	1	0	0	0	0
ENSG00000252556	0	0	0	0	0	0	0	0	0
ENSG00000265357	0	0	0	0	0	0	0	0	0
ENSG00000252870	0	0	0	0	0	0	0	0	0
ENSG00000199709	1	2	4	0	2	0	3	1	1
ENSG00000222844	0	0	0	0	0	0	0	0	0
ENSG00000274999	0	0	0	0	0	0	0	0	0
ENSG00000242673	0	0	0	0	0	0	0	0	0
ENSG00000222297	0	0	0	0	0	0	0	0	1
ENSG00000200278	0	0	0	0	0	0	0	0	0
ENSG00000252255	2	0	1	1	1	0	0	0	2
ENSG00000207971	0	0	0	1	0	0	0	0	0
ENSG00000198975	0	0	0	0	1	0	1	2	0
ENSG00000207994	0	0	0	0	0	0	0	0	0
ENSG00000252776	0	0	0	0	0	0	0	0	0
ENSG00000253035	0	0	0	0	0	0	0	0	0
ENSG00000284020	0	0	0	0	0	0	0	0	0
ENSG00000283489	0	0	0	0	0	0	0	0	0
ENSG00000272412	1	0	0	0	1	0	0	0	0
ENSG00000200879	8	1	0	1	2	4	2	0	2
ENSG00000207118	0	0	0	0	0	0	0	0	0
ENSG00000202252	0	0	0	0	0	0	0	0	0
ENSG00000222774	0	0	0	0	0	0	0	0	0
ENSG00000276176	0	0	0	0	0	0	0	0	0
ENSG00000265140	0	0	0	0	0	0	0	0	0
ENSG00000199217	0	0	1	0	0	0	0	0	0
ENSG00000223315	0	0	0	0	0	0	0	0	0
ENSG00000199090	2	0	1	0	0	0	0	1	1
ENSG00000149273	21520	15027	17356	20445	21522	21518	18211	22701	27797
ENSG00000206941	0	0	0	1	0	0	0	0	0
ENSG00000207445	13	10	8	9	8	10	10	4	14
ENSG00000158555	431	303	414	1098	1118	1155	757	867	1181
ENSG00000254460	0	1	0	0	1	1	0	0	1
ENSG00000255326	4	3	2	1	0	2	2	1	1
ENSG00000255434	4	2	7	4	1	3	2	0	1
ENSG00000254630	0	0	0	0	0	0	0	0	0
ENSG00000255280	0	0	0	0	0	0	0	0	2
ENSG00000166391	0	0	0	0	0	0	0	0	0
ENSG00000263993	0	0	0	0	0	0	0	0	0
ENSG00000247867	0	0	0	0	0	0	0	0	0
ENSG00000062282	48	39	42	80	91	88	59	65	121
ENSG00000254826	0	0	1	1	0	0	0	0	0
ENSG00000254814	0	0	0	1	0	0	0	0	0
ENSG00000200256	0	3	0	0	0	0	0	0	1
ENSG00000199362	1	0	0	0	1	0	0	0	0
ENSG00000149257	3329	2385	3052	1286	1388	1351	1122	1584	1652
ENSG00000166927	0	0	0	0	0	0	0	0	0
ENSG00000166928	0	0	0	0	0	0	0	1	0
ENSG00000166930	0	0	0	0	0	0	0	0	0
ENSG00000176984	0	0	0	0	0	0	0	0	0
ENSG00000184232	307	202	266	315	345	347	337	441	509
ENSG00000137709	3	0	2	0	2	1	2	3	7
ENSG00000259541	0	0	0	0	0	0	0	0	0
ENSG00000274303	0	0	0	0	0	0	0	1	0
ENSG00000256116	11	5	1	7	3	2	9	5	10
ENSG00000173457	2310	1512	1669	1729	1800	1376	2458	3310	2676
ENSG00000257086	34	17	30	42	36	27	21	27	56
ENSG00000182450	1	2	1	0	0	0	0	3	0
ENSG00000257069	1	1	0	1	0	0	0	0	1
ENSG00000207024	0	0	0	0	0	1	0	0	0
ENSG00000219435	0	0	0	1	0	0	0	1	0
ENSG00000126432	6169	4143	5189	5234	5444	5446	6173	7582	7677
ENSG00000168071	237	181	230	423	493	480	397	463	751
ENSG00000278359	0	0	0	0	0	0	0	0	0
ENSG00000162302	1629	1112	1445	1465	1530	1389	1581	2170	1777
ENSG00000221273	0	0	0	0	0	0	0	0	0
ENSG00000231680	0	0	0	0	0	0	0	0	0
ENSG00000231492	0	0	0	0	0	0	0	0	0
ENSG00000181908	4	5	1	18	22	27	16	14	15
ENSG00000286816	0	0	0	0	0	0	0	0	0
ENSG00000232500	0	0	0	0	0	0	0	0	0
ENSG00000237363	0	0	0	0	0	0	0	0	0
ENSG00000168065	34	28	32	16	25	19	3	3	22
ENSG00000197891	0	0	0	0	0	0	0	0	0
ENSG00000237410	0	0	1	1	1	1	0	0	1
ENSG00000068831	25	20	18	200	186	196	149	141	249
ENSG00000068976	11	7	7	14	18	16	11	20	33
ENSG00000269038	10	11	4	3	8	6	2	3	8
ENSG00000168067	565	375	503	706	712	836	569	745	845
ENSG00000110047	1568	1018	1410	1556	1659	1686	1674	2485	1989
ENSG00000230835	3	1	3	0	0	0	0	1	1
ENSG00000283926	0	0	0	0	0	0	0	0	0
ENSG00000284155	0	0	0	0	0	0	0	0	0
ENSG00000110046	1225	891	1120	1469	1534	1552	1313	1592	1590
ENSG00000274986	1	0	2	0	0	0	0	0	1
ENSG00000274314	0	0	0	0	0	0	0	0	0
ENSG00000068971	255	181	220	303	331	351	336	385	500
ENSG00000149735	1	0	0	2	0	2	0	0	2
ENSG00000168070	5	6	7	8	7	12	2	6	10
ENSG00000168062	36	26	41	33	31	47	37	39	57
ENSG00000213465	1364	908	1162	1080	1162	1163	1028	1285	1500
ENSG00000278851	0	0	0	0	0	0	0	0	0
ENSG00000270775	1	0	0	1	0	0	0	0	1
ENSG00000171219	203	154	178	407	417	442	666	891	837
ENSG00000272634	0	0	0	0	0	0	0	0	0
ENSG00000272664	0	0	0	0	0	0	0	0	0
ENSG00000271602	0	1	0	3	1	2	2	2	2
ENSG00000272559	0	0	0	0	0	0	0	0	0
ENSG00000273051	0	0	0	0	0	0	0	0	0
ENSG00000201980	0	0	0	0	0	0	0	0	0
ENSG00000176951	0	0	0	0	0	0	0	0	0
ENSG00000231070	0	0	0	0	0	0	0	0	0
ENSG00000279270	0	0	0	0	0	0	0	0	0
ENSG00000197984	0	0	0	0	0	0	0	0	0
ENSG00000176904	0	0	0	0	0	0	0	0	0
ENSG00000198217	0	0	0	0	0	0	0	0	0
ENSG00000197023	0	0	0	0	0	0	0	0	0
ENSG00000278870	0	0	0	0	0	0	0	0	0
ENSG00000227023	0	0	0	0	0	0	0	0	0
ENSG00000205496	0	0	0	0	0	0	0	0	0
ENSG00000225003	0	0	0	0	0	0	0	0	0
ENSG00000224300	0	0	0	0	0	0	0	0	0
ENSG00000230261	0	0	0	0	0	0	0	0	0
ENSG00000205495	0	0	0	0	0	0	0	0	0
ENSG00000176787	0	0	0	0	0	0	0	0	0
ENSG00000273085	0	0	0	0	0	0	0	0	0
ENSG00000237354	0	0	0	0	0	0	0	0	0
ENSG00000226157	0	0	0	0	0	0	0	0	0
ENSG00000203560	0	0	0	0	0	0	0	0	0
ENSG00000236897	0	0	0	0	0	0	0	0	0
ENSG00000205494	0	0	0	0	0	1	0	0	0
ENSG00000176752	0	0	0	0	0	0	0	0	0
ENSG00000285498	0	0	0	0	0	0	0	0	0
ENSG00000221031	0	0	0	0	0	0	0	0	0
ENSG00000244734	0	0	0	1	0	0	0	0	3
ENSG00000223609	0	0	0	0	0	0	0	0	0
ENSG00000229988	0	0	0	0	0	0	0	0	0
ENSG00000260629	0	0	0	0	0	0	0	0	0
ENSG00000284931	0	0	0	0	0	0	0	0	0
ENSG00000196565	3	0	0	3	1	1	2	5	2
